Resource,Column 8,Path,Min,Max,Max,Description,Available / Missing in KNHTS,Notes,Update Concept ID,Valueset URL,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19
Practitioner,,Practitioner.name.given,1,1,string,Given names (not always 'first'). Includes middle names,,,,,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.name.prefix,0,1,string,"Practitioner Salutation
This repeating element order: Prefixes appear in the correct order for presenting the name",,,,,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.telecom,0,1,ContactPoint,A contact detail for the practitioner (that apply to all roles),,,,,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.telecom.system,1,1,code,phone | fax | email | pager | url | sms | other,Available,,Yes,https://ilm-hie.dha.go.ke/ocl/orgs/MOH-KENYA/ValueSet/CONTACT-POINT-SYSTEM/,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.telecom.value,1,1,string,The actual contact point details,,,,,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.telecom.use,1,1,code,home | work | temp | old | mobile - purpose of this contact point,Available & Incomplete,,Yes,https://ilm-hie.dha.go.ke/ocl/orgs/MOH-KENYA/ValueSet/CONTACT-POINT-USE/,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.address,0,*,Address,Address(es) of the practitioner that are not role specific (typically home address),,,,,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.address.use,0,1,code,home | work | temp | old | billing - purpose of this address,Available,,Yes,https://ilm-hie.dha.go.ke/ocl/orgs/MOH-KENYA/ValueSet/ADDRESS-USE/,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.address.text,0,1,string,Text representation of the address,,,,,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.address.city,0,1,string,Town,,,,,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.address.district,0,1,string,Sub County,,,,,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.address.state,0,1,string,County,,,,,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.address.country,0,1,string,Country (e.g. can be ISO 3166 2 or 3 letter code),,,,,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.gender,1,1,Code      ,male | female | other | unknown,Available & Incomplete,,Yes,https://ilm-hie.dha.go.ke/ocl/orgs/MOH-KENYA/ValueSet/ADMINISTRATIVE-GENDER/,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.birthDate,1,1,date  ,The date on which the practitioner was born,,,,,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.qualification,0,*,Backbone Element,"Certification, licenses, or training pertaining to the provision of care",,,,,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.qualification.code,1,1,CodeableConcept,Qualification/Licence,,,No,http://terminology.hl7.org/ValueSet/v2-2.7-0360,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.qualification.period,0,1,Period,Period during which the qualification is valid,,,,,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.qualification.period.start,1,1,dateTime,Starting time with inclusive boundary,,,,,,,,,,,,,,,,,,,,,,
Practitioner,,Practitioner.qualification.period.end,0,1,dateTime,"End time with inclusive boundary, if not ongoing",,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense,0,*,MedicationDispense,Dispensing a medication to a named patient,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.implicitRules,0,1,uri,A set of rules under which this content was created,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.status,1,1,Code      ,preparation | in-progress | cancelled | on-hold | completed | entered-in-error | stopped | declined | unknown,Missing,,No,http://hl7.org/fhir/ValueSet/medicationdispense-status,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.slicesForMedication[x],1,1,What medication was supplied,http://hl7.org/fhir/ValueSet/medication-codes,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.slicesForMedication[x].medicationCodeableConcept,,,CodeableConcept,,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.slicesForMedication[x].medicationReference,,,Reference(Medication),,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.slicesForMedication[x].medication[x]:medicalCodeableConcept ,0,1,CodeableConcept,What medication was supplied,Available,,Yes,https://ilm-hie.dha.go.ke/ocl/orgs/MOH-KENYA/ValueSet/GenericProducts/,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.slicesForMedication[x].coding,1,1,Coding,Code defined by a terminology system,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.slicesForMedication[x].coding.system,1,1,uri,Identity of the terminology system,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.slicesForMedication[x].coding.code,1,1,code,Symbol in syntax defined by the system,Available,,Yes,https://ilm-hie.dha.go.ke/ocl/orgs/MOH-KENYA/ValueSet/GenericProducts/,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.slicesForMedication[x].coding.display,1,1,string,Representation defined by the system,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.subject,0,1,Reference(Patient | Group),Who the dispense is for,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.subject.reference,1,1,string,"Literal reference, Relative, internal or absolute URL",,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.subject.display,1,1,string,Text alternative for the resource,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.performer,1,1,Backbone Element,Who performed event,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.performer.actor,1,1,Reference(Practitioner),Individual who was performing,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.location,0,1,Reference(Location),Where the dispense occurred,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.authorizingPrescription,1,1,Reference(MedicationRequest),Medication order that authorizes the dispense,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.type,1,1,CodeableConcept,"Trial fill, partial fill, emergency fill, etc.",,,,http://terminology.hl7.org/ValueSet/v3-ActPharmacySupplyType,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.quantity,1,1,SimpleQuantity(4.0.1),Amount dispensed,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.whenHandedOver,1,1,dateTime,When product was given out,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.dosageInstruction,0,*,Dosage,How the medication is to be used by the patient or administered by the caregiver,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.dosageInstruction.sequence,1,1,integer,The order of the dosage instructions,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.dosageInstruction.text,1,1,string,Free text dosage instructions e.g. SIG,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.dosageInstruction.additionalInstruction,1,*,CodeableConcept,"Supplemental instruction or warnings to the patient - e.g. ""with meals"", ""may cause drowsiness""",Missing,,No,http://hl7.org/fhir/ValueSet/additional-instruction-codes,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.dosageInstruction.patientInstruction,1,1,string,Patient or consumer oriented instructions,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.dosageInstruction.timing,1,1,timing,When medication should be administered,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.dosageInstruction.asNeeded[x],1,1,,"Take ""as needed"" (for x)",,,,http://hl7.org/fhir/ValueSet/medication-as-needed-reason,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.dosageInstruction.asNeeded[x].asNeededBoolean,,,boolean,,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.dosageInstruction.asNeeded[x].asNeededCodeableConcept,,,CodeableConcept,,Missing,,No,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.dosageInstruction.site,1,1,CodeableConcept,Body site to administer to,Missing,,No,http://hl7.org/fhir/ValueSet/approach-site-codes,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.dosageInstruction.route,1,1,CodeableConcept,How drug should enter body,Missing,,No,https://example.com/fhir/ValueSet/route-of-administration,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.dosageInstruction.method,0,1,CodeableConcept,Technique for administering medication,Missing,,No,http://hl7.org/fhir/ValueSet/administration-method-codes,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.dosageInstruction.doseAndRate,0,*,Element,Amount of medication administered,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.dosageInstruction.doseAndRate.type,0,1,CodeableConcept,The kind of dose or rate specified,Missing,,No,http://hl7.org/fhir/ValueSet/dose-rate-type,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.dosageInstruction.doseAndRate.slicesForDose[x],0,1,,Amount of medication per dose,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.dosageInstruction.doseAndRate.slicesForDose[x].doseRange,,,Range,,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.dosageInstruction.doseAndRate.slicesForDose[x].doseQuantity,,,Quantity(simpleQuantity),,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.dosageInstruction.doseAndRate.slicesForDose[x].dose[x]:doseRange,0,1,Range,Amount of medication per dose,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.dosageInstruction.doseAndRate.slicesForDose[x].dose[x]:doseQuantity,0,1,simpleQuantity,Amount of medication per dose,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.dosageInstruction.doseAndRate.SlicesforRate[x],0,1,,Amount of medication per unit of time,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.dosageInstruction.doseAndRate.SlicesforRate[x].rateRatio,,,Ratio,,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.dosageInstruction.doseAndRate.SlicesforRate[x].rateRange,,,Range,,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.dosageInstruction.doseAndRate.SlicesforRate[x].rateQuantity,,,Quantity(SimpleQuantity),,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.dosageInstruction.doseAndRate.SlicesforRate[x].rate[x]:rateRatio,0,1,Ratio,Amount of medication per unit of time,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.dosageInstruction.doseAndRate.SlicesforRate[x].rate[x]:rateRange,0,1,Range,Amount of medication per unit of time,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.dosageInstruction.doseAndRate.SlicesforRate[x].rate[x]:rateQuantity,0,1,SimpleQuantity,Amount of medication per unit of time,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.dosageInstruction.maxDosePerPeriod,0,1,Ratio,Upper limit on medication per unit of time,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.dosageInstruction.maxDosePerAdministration,0,1,SimpleQuantity(4.0.1),Upper limit on medication per administration,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense,,MedicationDispense.dosageInstruction.maxDosePerLifetime,0,1,SimpleQuantity(4.0.1),Upper limit on medication per lifetime of the patient,,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.implicitRules,0,1,uri,A set of rules under which this content was created,,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.identifier,1,1,Identifier,An identifier for this patient,,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.identifier.use,1,1,code,official | preferred,Available,,Yes,https://ilm-hie.dha.go.ke/ocl/orgs/MOH-KENYA/ValueSet/IDENTIFIER-USE/,,,,,,,,,,,,,,,,,,
Patient,,Patient.identifier.type,0,1,CodeableConcept,Description of identifier,Available,,Yes,https://ilm-hie.dha.go.ke/ocl/orgs/MOH-KENYA/ValueSet/IDENTIFIER-TYPES//,,,,,,,,,,,,,,,,,,
Patient,,Patient.identifier.type.coding,0,*,coding,Code defined by a terminology system,Available,,Yes,https://ilm-hie.dha.go.ke/ocl/orgs/MOH-KENYA/ValueSet/IDENTIFIER-TYPES//,,,,,,,,,,,,,,,,,,
Patient,,Patient.identifier.type.coding.system,1,1,uri,Identity of the terminology system,,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.identifier.type.coding.code,1,1,code,Symbol in syntax defined by the system,Available,,Yes,https://ilm-hie.dha.go.ke/ocl/orgs/MOH-KENYA/ValueSet/IDENTIFIER-TYPES//,,,,,,,,,,,,,,,,,,
Patient,,Patient.identifier.type.coding.display,1,1,string,Representation defined by the system,,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.identifier.value,1,1,string,The value that is unique,,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.identifier.active,0,1,boolean,Whether this patient's record is in active use,,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.name,1,1,HumanName,A name associated with the patient,,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.name.use,0,1,code,usual | official | temp | nickname | anonymous | old | maiden,Available,,Yes,https://ilm-hie.dha.go.ke/ocl/orgs/MOH-KENYA/ValueSet/NAME-USE/,,,,,,,,,,,,,,,,,,
Patient,,Patient.name.text,0,1,string,Text representation of the full name,,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.name.family,1,1,string,Family name (often called 'Surname'),,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.name.given,1,1,string,"Given names (not always 'first'). Includes middle names
This repeating element order: Given Names appear in the correct order for presenting the name",,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.telecom,1,1,ContactPoint,A contact detail for the individual,,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.telecom.system,1,1,code,phone | fax | email | pager | url | sms | other,Available,,Yes,https://ilm-hie.dha.go.ke/ocl/orgs/MOH-KENYA/ValueSet/CONTACT-POINT-SYSTEM/,,,,,,,,,,,,,,,,,,
Patient,,Patient.telecom.value,1,1,string,The actual contact point details,,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.telecom.use,0,1,code,home | work | temp | old | mobile - purpose of this contact point,Available & Incomplete,,Yes,https://ilm-hie.dha.go.ke/ocl/orgs/MOH-KENYA/ValueSet/CONTACT-POINT-USE/,,,,,,,,,,,,,,,,,,
Patient,,Patient.gender,1,1,code,male | female | other | unknown,Available,,Yes,https://ilm-hie.dha.go.ke/ocl/orgs/MOH-KENYA/ValueSet/GENDER/,,,,,,,,,,,,,,,,,,
Patient,,Patient.birthDate,1,1,date,The date of birth for the individual,,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.Slices for deceased[x],0,1,,Indicates if the individual is deceased or not,,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.Slices for deceased[x].deceasedBoolean,0,1,boolean,,,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.Slices for deceased[x]. deceasedDateTime,0,1,dateTime,,,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.Slices for deceased[x].deceased[x]:deceasedBoolean,0,1,boolean,Indicates if the individual is deceased or not,,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.Slices for deceased[x].deceased[x]:. deceased[x]:deceasedDateTime        ,0,1,dateTime,Indicates if the individual is deceased or not,,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.address,0,1,Address,An address for the individual,,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.address.use,0,1,code,home | work | temp | old | billing - purpose of this address,Available,,Yes,https://ilm-hie.dha.go.ke/ocl/orgs/MOH-KENYA/ValueSet/ADDRESS-USE/,,,,,,,,,,,,,,,,,,
Patient,,Patient.address.city,0,1,string,Beficiary's Ward,,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.address.district,0,1,string,Beneficiary's Sub County,,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.address.state,0,1,string,Beneficiary's County,,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.address.postalCode,0,1,string,Postal code for area,,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.address.country,0,1,string,Country (e.g. can be ISO 3166 2 or 3 letter code),,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.maritalStatus,0,1,CodeableConcept,Marital (civil) status of a patient,Available,,Yes,https://ilm-hie.dha.go.ke/ocl/orgs/MOH-KENYA/ValueSet/CIVIL-STATUS/,,,,,,,,,,,,,,,,,,
Patient,,Patient.contact,1,*,BackboneElemet,"A contact party (e.g. guardian, partner, friend) for the patient",,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.contact.relationship,0,*,CodeableConcept,The kind of relationship,Missing,,No,http://hl7.org/fhir/ValueSet/patient-contactrelationship,,,,,,,,,,,,,,,,,,
Patient,,Patient.contact.relationship.coding,0,*,Coding,Code defined by a terminology system,Missing,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.contact.relationship.coding.system,1,1,uri,Identity of the terminology system,,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.contact.relationship.coding.code,1,1,code,Symbol in syntax defined by the system,Missing,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.contact.relationship.coding.display,1,1,string,Representation defined by the system,,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.contact.name,1,1,HumanName,A name associated with the contact person,,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.contact.telecom,1,1,ContactPoint,A contact detail for the person,,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.link,0,*,BackboneElemet,Link to another patient resource that concerns the same actual person,,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.link.other,1,1,Reference(Patient | RelatedPerson),The other patient or related person resource that the link refers to,,,,,,,,,,,,,,,,,,,,,,
Patient,,Patient.link.type,1,1,code,replaced-by | replaces | refer | seealso,Missing,,,http://hl7.org/fhir/ValueSet/link-type,,,,,,,,,,,,,,,,,,
